name	format	file	total	cjk	pua	extra	CJK Basic	CJK Ext-A	CJK Ext-B	CJK Ext-C	CJK Ext-D	CJK Ext-E	CJK Ext-F	CJK Ext-G	CJK Ext-H	CJK Ext-I	CJK Comp	PUA-BMP	PUA-SMP1	PUA-SMP2
KingHwaOldSong-LT	ttf	王廷瑞/京華老宋体/京華老宋体-LT原版鉛字字形.ttf	39562	38010	1	1551	20992	6592	7398	975	51	1300	245	216	57	0	184	0	1	0
KingHwaOldSong-MN	ttf	王廷瑞/京華老宋体/京華老宋体-MN折中印刷字形.ttf	39562	38010	1	1551	20992	6592	7398	975	51	1300	245	216	57	0	184	0	1	0
KingHwaOldSong	ttf	王廷瑞/京華老宋体/京華老宋体v3.0.ttf	39575	38010	1	1564	20992	6592	7398	975	51	1300	245	216	57	0	184	0	1	0
京華老宋體	ttf	王廷瑞/京華老宋体/历史版本/KingHwa_OldSong-mod (標點符號置中版from郭睿穎).ttf	38630	37065	1	1564	20992	6592	6587	971	51	1295	238	206	55	0	78	0	1	0
京華老宋体	ttf	王廷瑞/京華老宋体/历史版本/京華老宋体2.002.ttf	38627	37065	1	1561	20992	6592	6587	971	51	1295	238	206	55	0	78	0	1	0
京華老宋体_KingHwa_OldSong	ttf	王廷瑞/京華老宋体/历史版本/京華老宋体_KingHwa_OldSong1.0.ttf	38491	37053	0	1438	20992	6583	6585	971	51	1295	237	206	55	0	78	0	0	0
汇文仿宋	ttf	王廷瑞/匯文系列/匯文仿宋.ttf	22296	21080	20	1196	20902	68	52	4	0	6	2	4	1	0	41	0	20	0
汇文明朝体GBK	ttf	王廷瑞/匯文系列/匯文明朝體GBK.ttf	24356	22134	764	1458	20938	1002	69	2	0	2	2	1	0	0	118	763	1	0
汇文正楷	ttf	王廷瑞/匯文系列/匯文正楷.ttf	22298	21006	9	1283	20903	42	57	1	0	0	1	0	2	0	0	9	0	0
汇文港黑	ttf	王廷瑞/匯文系列/匯文港黑.ttf	22516	21092	120	1304	20906	87	55	4	0	1	2	0	2	1	34	120	0	0
汇文筑地五号明朝体	otf	王廷瑞/匯文系列/汇文築地五号明朝体1.0.otf	9817	8575	556	686	8164	162	193	11	1	16	21	0	0	0	7	556	0	0
王汉宗中仿宋简	ttf	王汉宗/王汉宗中仿宋简.ttf	13978	13070	366	542	13068	0	0	0	0	0	0	0	0	0	2	366	0	0
HanWangFangSongMedium	ttf	王汉宗/王汉宗中仿宋繁.ttf	13978	13070	366	542	13068	0	0	0	0	0	0	0	0	0	2	366	0	0
HanWangMingMedium	ttf	王汉宗/王汉宗中明体繁.ttf	13978	13070	366	542	13068	0	0	0	0	0	0	0	0	0	2	366	0	0
HanWangWCL06	ttf	王汉宗/王汉宗仿宋体一标准.ttf	14069	13093	57	919	13091	0	0	0	0	0	0	0	0	0	2	57	0	0
HanWangWCL02	ttf	王汉宗/王汉宗特明体一标准.ttf	14069	13093	57	919	13091	0	0	0	0	0	0	0	0	0	2	57	0	0
HanWangMingHeavy	ttf	王汉宗/王汉宗特明体繁.ttf	13978	13070	366	542	13068	0	0	0	0	0	0	0	0	0	2	366	0	0
HanWang MingBold-Gb5	ttf	王汉宗/王汉宗粗明体简.ttf	14025	13070	366	589	13068	0	0	0	0	0	0	0	0	0	2	366	0	0
HanWangMingBold	ttf	王汉宗/王汉宗粗明体繁.ttf	13978	13070	366	542	13068	0	0	0	0	0	0	0	0	0	2	366	0	0
王汉宗粗楷体简	ttf	王汉宗/王汉宗粗楷体简.ttf	13978	13070	366	542	13068	0	0	0	0	0	0	0	0	0	2	366	0	0
王汉宗细新宋简	ttf	王汉宗/王汉宗细新宋简.ttf	13978	13070	366	542	13068	0	0	0	0	0	0	0	0	0	2	366	0	0
HanWangMingBlack	ttf	王汉宗/王汉宗超明体繁.ttf	13978	13070	366	542	13068	0	0	0	0	0	0	0	0	0	2	366	0	0
HanWangWeBe	ttf	王汉宗/王汉宗魏碑体繁.ttf	14025	13070	366	589	13068	0	0	0	0	0	0	0	0	0	2	366	0	0
Zhuque Fangsong (technical preview) Regular	ttf	璇玑造字/朱雀仿宋 v0.211/ZhuqueFangsong-Regular.ttf	12817	11230	0	1587	10956	77	37	44	8	108	0	0	0	0	0	0	0	0
绿城文澜月华行楷 Bold	ttf	璇玑造字/绿城文澜月华行楷/GreentownWenlanYuehuaXingkai-Bold_v1.006.ttf	11522	11323	0	199	11030	92	40	44	9	108	0	0	0	0	0	0	0	0
绿城文澜月华行楷 Regular	ttf	璇玑造字/绿城文澜月华行楷/GreentownWenlanYuehuaXingkai-Regular_v1.006.ttf	11522	11323	0	199	11030	92	40	44	9	108	0	0	0	0	0	0	0	0
微软雅黑	ttc	碧海潮声/Harmony思源替换雅黑中文字体-250318/msyh.ttc	33371	30234	0	3137	20976	6582	2108	47	34	112	5	4	0	0	366	0	0	0
Microsoft YaHei Gras	ttc	碧海潮声/Harmony思源替换雅黑中文字体-250318/msyhbd.ttc	33371	30234	0	3137	20976	6582	2108	47	34	112	5	4	0	0	366	0	0	0
微软雅黑 Heavy	ttc	碧海潮声/Harmony思源替换雅黑中文字体-250318/msyhhv.ttc	33371	30234	0	3137	20976	6582	2108	47	34	112	5	4	0	0	366	0	0	0
微软雅黑 Light	ttc	碧海潮声/Harmony思源替换雅黑中文字体-250318/msyhl.ttc	33371	30234	0	3137	20976	6582	2108	47	34	112	5	4	0	0	366	0	0	0
微软雅黑 Semibold	ttc	碧海潮声/Harmony思源替换雅黑中文字体-250318/msyhsb.ttc	33371	30234	0	3137	20976	6582	2108	47	34	112	5	4	0	0	366	0	0	0
微软雅黑 Semilight	ttc	碧海潮声/Harmony思源替换雅黑中文字体-250318/msyhsl.ttc	33371	30234	0	3137	20976	6582	2108	47	34	112	5	4	0	0	366	0	0	0
微软雅黑	ttc	碧海潮声/Inter思源替换雅黑中文字体-250318/msyh.ttc	34495	30234	0	4261	20976	6582	2108	47	34	112	5	4	0	0	366	0	0	0
Microsoft YaHei Gras	ttc	碧海潮声/Inter思源替换雅黑中文字体-250318/msyhbd.ttc	34495	30234	0	4261	20976	6582	2108	47	34	112	5	4	0	0	366	0	0	0
微软雅黑 Heavy	ttc	碧海潮声/Inter思源替换雅黑中文字体-250318/msyhhv.ttc	34495	30234	0	4261	20976	6582	2108	47	34	112	5	4	0	0	366	0	0	0
微软雅黑 Light	ttc	碧海潮声/Inter思源替换雅黑中文字体-250318/msyhl.ttc	34495	30234	0	4261	20976	6582	2108	47	34	112	5	4	0	0	366	0	0	0
微软雅黑 Semibold	ttc	碧海潮声/Inter思源替换雅黑中文字体-250318/msyhsb.ttc	34495	30234	0	4261	20976	6582	2108	47	34	112	5	4	0	0	366	0	0	0
微软雅黑 Semilight	ttc	碧海潮声/Inter思源替换雅黑中文字体-250318/msyhsl.ttc	34495	30234	0	4261	20976	6582	2108	47	34	112	5	4	0	0	366	0	0	0
微软雅黑	ttc	碧海潮声/更纱黑体替换中文字体-250310/msyh.ttc	46235	30234	0	16001	20976	6582	2108	47	34	112	5	4	0	0	366	0	0	0
Microsoft YaHei Gras	ttc	碧海潮声/更纱黑体替换中文字体-250310/msyhbd.ttc	46235	30234	0	16001	20976	6582	2108	47	34	112	5	4	0	0	366	0	0	0
微软雅黑 Light	ttc	碧海潮声/更纱黑体替换中文字体-250310/msyhl.ttc	46235	30234	0	16001	20976	6582	2108	47	34	112	5	4	0	0	366	0	0	0
微软雅黑 Semibold	ttc	碧海潮声/更纱黑体替换中文字体-250310/msyhsb.ttc	46235	30234	0	16001	20976	6582	2108	47	34	112	5	4	0	0	366	0	0	0
微软雅黑	ttc	碧海潮声/苹方替换雅黑加粗版-250324/msyh.ttc	35854	33573	1	2280	20992	6592	5443	51	10	116	3	5	0	0	361	1	0	0
Microsoft YaHei Gras	ttc	碧海潮声/苹方替换雅黑加粗版-250324/msyhbd.ttc	34493	33573	0	920	20992	6592	5441	51	10	116	3	7	0	0	361	0	0	0
微软雅黑 Heavy	ttc	碧海潮声/苹方替换雅黑加粗版-250324/msyhhv.ttc	34493	33573	0	920	20992	6592	5441	51	10	116	3	7	0	0	361	0	0	0
微软雅黑 Light	ttc	碧海潮声/苹方替换雅黑加粗版-250324/msyhl.ttc	35854	33573	1	2280	20992	6592	5443	51	10	116	3	5	0	0	361	1	0	0
微软雅黑 Semibold	ttc	碧海潮声/苹方替换雅黑加粗版-250324/msyhsb.ttc	35854	33573	1	2280	20992	6592	5443	51	10	116	3	5	0	0	361	1	0	0
微软雅黑 Semilight	ttc	碧海潮声/苹方替换雅黑加粗版-250324/msyhsl.ttc	35854	33573	1	2280	20992	6592	5443	51	10	116	3	5	0	0	361	1	0	0
Taipei Sans TC Beta Bold	ttf	翰字鑄造/台北黑體 (Taipei Sans TC)/TaipeiSansTCBeta-Bold.ttf	32764	30107	0	2657	20945	6582	2051	46	33	108	0	0	0	0	342	0	0	0
Taipei Sans TC Beta Light	ttf	翰字鑄造/台北黑體 (Taipei Sans TC)/TaipeiSansTCBeta-Light.ttf	32794	30130	0	2664	20945	6582	2051	46	33	108	0	0	0	0	365	0	0	0
Taipei Sans TC Beta Regular	ttf	翰字鑄造/台北黑體 (Taipei Sans TC)/TaipeiSansTCBeta-Regular.ttf	32763	30107	0	2656	20945	6582	2051	46	33	108	0	0	0	0	342	0	0	0
胡晓波男神体	otf	胡晓波/胡晓波男神体 HuXiaoBoNanShenTi-2.otf	7334	7107	0	227	7107	0	0	0	0	0	0	0	0	0	0	0	0	0
胡晓波真帅体	otf	胡晓波/胡晓波真帅体 HuXiaoBoZhenShuaiTi-2.otf	7428	7107	0	321	7107	0	0	0	0	0	0	0	0	0	0	0	0	0
胡晓波骚包体	otf	胡晓波/胡晓波骚包体 HuXiaoBoSaoBaoTi-2.otf	7432	7106	0	326	7106	0	0	0	0	0	0	0	0	0	0	0	0	0
自由香港楷書 (4700字)	ttf	自由香港字型/自由香港楷書 Free-HK-Kai_4700-v1.02.ttf	14093	4819	0	9274	4819	0	0	0	0	0	0	0	0	0	0	0	0	0
苹方-港 细体	otf	苹果/PingFangHK/PingFangHK-Light.otf	33257	30949	1	2307	20516	3680	6311	24	1	52	23	0	0	0	342	1	0	0
苹方-港 中黑体	otf	苹果/PingFangHK/PingFangHK-Medium.otf	33257	30949	1	2307	20516	3680	6311	24	1	52	23	0	0	0	342	1	0	0
苹方-港 常规体	otf	苹果/PingFangHK/PingFangHK-Regular.otf	33257	30949	1	2307	20516	3680	6311	24	1	52	23	0	0	0	342	1	0	0
苹方-港 中粗体	otf	苹果/PingFangHK/PingFangHK-Semibold.otf	33257	30949	1	2307	20516	3680	6311	24	1	52	23	0	0	0	342	1	0	0
苹方-港 纤细体	otf	苹果/PingFangHK/PingFangHK-Thin.otf	33257	30949	1	2307	20516	3680	6311	24	1	52	23	0	0	0	342	1	0	0
苹方-港 极细体	otf	苹果/PingFangHK/PingFangHK-Ultralight.otf	33257	30949	1	2307	20516	3680	6311	24	1	52	23	0	0	0	342	1	0	0
苹方-澳 细体	otf	苹果/PingFangMO/PingFangMO-Light.otf	33257	30949	1	2307	20516	3680	6311	24	1	52	23	0	0	0	342	1	0	0
苹方-澳 中黑体	otf	苹果/PingFangMO/PingFangMO-Medium.otf	33257	30949	1	2307	20516	3680	6311	24	1	52	23	0	0	0	342	1	0	0
苹方-澳 常规体	otf	苹果/PingFangMO/PingFangMO-Regular.otf	33257	30949	1	2307	20516	3680	6311	24	1	52	23	0	0	0	342	1	0	0
苹方-澳 中粗体	otf	苹果/PingFangMO/PingFangMO-Semibold.otf	33257	30949	1	2307	20516	3680	6311	24	1	52	23	0	0	0	342	1	0	0
苹方-澳 纤细体	otf	苹果/PingFangMO/PingFangMO-Thin.otf	33257	30949	1	2307	20516	3680	6311	24	1	52	23	0	0	0	342	1	0	0
苹方-澳 极细体	otf	苹果/PingFangMO/PingFangMO-Ultralight.otf	33257	30949	1	2307	20516	3680	6311	24	1	52	23	0	0	0	342	1	0	0
苹方-简 细体	otf	苹果/PingFangSC/PingFangSC-Light.otf	35854	33573	1	2280	20992	6592	5443	51	10	116	3	5	0	0	361	1	0	0
苹方-简 中黑体	otf	苹果/PingFangSC/PingFangSC-Medium.otf	35854	33573	1	2280	20992	6592	5443	51	10	116	3	5	0	0	361	1	0	0
苹方-简 常规体	otf	苹果/PingFangSC/PingFangSC-Regular.otf	35854	33573	1	2280	20992	6592	5443	51	10	116	3	5	0	0	361	1	0	0
苹方-简 中粗体	otf	苹果/PingFangSC/PingFangSC-Semibold.otf	35854	33573	1	2280	20992	6592	5443	51	10	116	3	5	0	0	361	1	0	0
苹方-简 纤细体	otf	苹果/PingFangSC/PingFangSC-Thin.otf	35854	33573	1	2280	20992	6592	5443	51	10	116	3	5	0	0	361	1	0	0
苹方-简 极细体	otf	苹果/PingFangSC/PingFangSC-Ultralight.otf	35854	33573	1	2280	20992	6592	5443	51	10	116	3	5	0	0	361	1	0	0
苹方-繁 细体	otf	苹果/PingFangTC/PingFangTC-Light.otf	32275	29975	1	2299	20505	3674	5445	3	1	4	1	0	0	0	342	1	0	0
苹方-繁 中黑体	otf	苹果/PingFangTC/PingFangTC-Medium.otf	32275	29975	1	2299	20505	3674	5445	3	1	4	1	0	0	0	342	1	0	0
苹方-繁 常规体	otf	苹果/PingFangTC/PingFangTC-Regular.otf	32275	29975	1	2299	20505	3674	5445	3	1	4	1	0	0	0	342	1	0	0
苹方-繁 中粗体	otf	苹果/PingFangTC/PingFangTC-Semibold.otf	32275	29975	1	2299	20505	3674	5445	3	1	4	1	0	0	0	342	1	0	0
苹方-繁 纤细体	otf	苹果/PingFangTC/PingFangTC-Thin.otf	32275	29975	1	2299	20505	3674	5445	3	1	4	1	0	0	0	342	1	0	0
苹方-繁 极细体	otf	苹果/PingFangTC/PingFangTC-Ultralight.otf	32275	29975	1	2299	20505	3674	5445	3	1	4	1	0	0	0	342	1	0	0
荆南俊俊体	otf	荆南字坊/荆南俊俊体 JUNJUN-v1.20.otf	7814	6866	3	945	6865	1	0	0	0	0	0	0	0	0	0	3	0	0
荆南波波黑 Bold	ttf	荆南字坊/荆南波波黑-Bold-v1.80.ttf	16047	14495	130	1422	14303	104	39	13	3	30	0	0	0	0	3	130	0	0
MComic PRC Medium	ttf	蒙纳/简体/MComic PRC Medium.ttf	36616	27521	2347	6748	20910	6582	8	0	0	0	0	0	0	0	21	2347	0	0
MComputer PRC Bold	ttf	蒙纳/简体/MComputer PRC Bold.ttf	36616	27521	2347	6748	20910	6582	8	0	0	0	0	0	0	0	21	2347	0	0
MStiffHei PRC UltraBold	ttf	蒙纳/简体/MStiffHei PRC UltraBold.ttf	36616	27521	2347	6748	20910	6582	8	0	0	0	0	0	0	0	21	2347	0	0
MYoyo PRC Medium	ttf	蒙纳/简体/MYoyo PRC Medium.ttf	29055	27521	106	1428	20910	6582	8	0	0	0	0	0	0	0	21	106	0	0
MZhiHei PRC UltraBold	ttf	蒙纳/简体/MZhiHei PRC UltraBold.ttf	36616	27521	2347	6748	20910	6582	8	0	0	0	0	0	0	0	21	2347	0	0
MComic HK Medium	ttf	蒙纳/繁体/MComic HK Medium.ttf	34684	17855	5860	10969	15327	567	1683	0	0	0	0	0	0	0	278	5860	0	0
MComputer HK Bold	ttf	蒙纳/繁体/MComputer HK Bold.ttf	34684	17855	5860	10969	15327	567	1683	0	0	0	0	0	0	0	278	5860	0	0
MStiffHei HK UltraBold	ttf	蒙纳/繁体/MStiffHei HK UltraBold.ttf	34684	17855	5860	10969	15327	567	1683	0	0	0	0	0	0	0	278	5860	0	0
MYoyo HK Medium	ttf	蒙纳/繁体/MYoyo HK Medium.ttf	34754	17923	5860	10971	15363	579	1702	1	0	0	0	0	0	0	278	5860	0	0
MZhiHei HK UltraBold	ttf	蒙纳/繁体/MZhiHei HK UltraBold.ttf	22084	15949	4881	1254	15363	579	0	0	0	0	0	0	0	0	7	4881	0	0
华康娃娃体W5-A	ttf	蒙纳/繁简/华康娃娃体W5-A.ttf	28916	27505	106	1305	20902	6582	0	0	0	0	0	0	0	0	21	106	0	0
华康少女文字W5-A	ttf	蒙纳/繁简/华康少女文字W5-A.ttf	28916	27505	106	1305	20902	6582	0	0	0	0	0	0	0	0	21	106	0	0
华康手札体W5-A	ttf	蒙纳/繁简/华康手札体W5-A.ttf	28840	27505	106	1229	20902	6582	0	0	0	0	0	0	0	0	21	106	0	0
华康手札体W7-A	ttf	蒙纳/繁简/华康手札体W7-A.ttf	28840	27505	106	1229	20902	6582	0	0	0	0	0	0	0	0	21	106	0	0
华康翩翩体W3-A	ttf	蒙纳/繁简/华康翩翩体W3-A.ttf	28840	27505	106	1229	20902	6582	0	0	0	0	0	0	0	0	21	106	0	0
华康翩翩体W5-A	ttf	蒙纳/繁简/华康翩翩体W5-A.ttf	28840	27505	106	1229	20902	6582	0	0	0	0	0	0	0	0	21	106	0	0
造字工房刻宋（非商用）常规体	otf	造字工房/造字工房刻宋(非商用)常规体.otf	14175	6866	2267	5042	6864	0	0	0	0	0	0	0	0	0	2	2267	0	0
造字工房刻宋（非商用）粗体	otf	造字工房/造字工房刻宋粗体ZaoZiGongFangKeSong-FeiShangYong-CuTi-1.otf	14175	6866	2267	5042	6864	0	0	0	0	0	0	0	0	0	2	2267	0	0
问藏书房	ttf	造字工房/问藏书房字体 WenCangShuFang.ttf	7266	6866	11	389	6864	0	0	0	0	0	0	0	0	0	2	11	0	0
锐字潮牌真言简2.0免费 准粗	ttf	锐字潮牌字库/锐字潮牌真言简2.0免费 准粗.ttf	7664	6780	17	867	6780	0	0	0	0	0	0	0	0	0	0	17	0	0
锐字潮牌真言简2.0免费 大粗	ttf	锐字潮牌字库/锐字潮牌真言简2.0免费 大粗.ttf	7664	6780	17	867	6780	0	0	0	0	0	0	0	0	0	0	17	0	0
锐字潮牌真言简2.0免费 常规	ttf	锐字潮牌字库/锐字潮牌真言简2.0免费 常规.ttf	7664	6780	17	867	6780	0	0	0	0	0	0	0	0	0	0	17	0	0
锐字潮牌真言简2.0免费 特粗	ttf	锐字潮牌字库/锐字潮牌真言简2.0免费 特粗.ttf	7664	6780	17	867	6780	0	0	0	0	0	0	0	0	0	0	17	0	0
锐字潮牌真言简2.0免费 细体	ttf	锐字潮牌字库/锐字潮牌真言简2.0免费 细体.ttf	7664	6780	17	867	6780	0	0	0	0	0	0	0	0	0	0	17	0	0
锐字潮牌真言简2.0免费 超粗	ttf	锐字潮牌字库/锐字潮牌真言简2.0免费 超粗.ttf	7664	6780	17	867	6780	0	0	0	0	0	0	0	0	0	0	17	0	0
得意黑 斜体	ttf	锚坞/得意黑 (Smiley Sans) v2.0.1/SmileySans-Oblique.ttf	9440	8335	0	1105	8057	79	36	45	9	108	0	0	1	0	0	0	0	0
仿宋_GB2312	ttf	长城/仿宋_GB2312.ttf	7680	6763	0	917	6763	0	0	0	0	0	0	0	0	0	0	0	0	0
楷体_GB2312	ttf	长城/楷体_GB2312.ttf	7601	6763	0	838	6763	0	0	0	0	0	0	0	0	0	0	0	0	0
jiangxizhuokai Regular	ttf	黄煜臣/江西拙楷2.0.ttf	6248	6055	0	193	6055	0	0	0	0	0	0	0	0	0	0	0	0	0
飞波正点体	ttf	黄飞波/飞波正点体V2.1.ttf	7425	7107	0	318	7107	0	0	0	0	0	0	0	0	0	0	0	0	0
龚帆免费体3.0	ttf	龚帆/龚帆免费体3.0.ttf	4007	3889	0	118	3889	0	0	0	0	0	0	0	0	0	0	0	0	0
龚帆拙朴体	ttf	龚帆/龚帆拙朴体.ttf	7005	6868	0	137	6868	0	0	0	0	0	0	0	0	0	0	0	0	0
龚帆顽石黑	ttf	龚帆/龚帆顽石黑.ttf	6923	6798	0	125	6798	0	0	0	0	0	0	0	0	0	0	0	0	0
